DayOfWeek,Date,DepTime,ArrTime,CRSArrTime,UniqueCarrier,Airline,FlightNum,TailNum,ActualElapsedTime,CRSElapsedTime,AirTime,ArrDelay,DepDelay,Origin,Org_Airport,Dest,Dest_Airport,Distance,TaxiIn,TaxiOut,Cancelled,CancellationCode,Diverted,CarrierDelay,WeatherDelay,NASDelay,SecurityDelay,LateAircraftDelay
6,05-01-2019,1654,1904,1835,WN,Southwest Airlines Co.,481,N679AA,70,85,56,29,44,BUR,Bob Hope Airport (Hollywood Burbank Airport),PHX,Phoenix Sky Harbor International Airport,369,5,9,0,N,0,9,0,0,0,20
6,05-01-2019,1415,1622,1525,WN,Southwest Airlines Co.,891,N206WN,67,85,55,57,75,BUR,Bob Hope Airport (Hollywood Burbank Airport),PHX,Phoenix Sky Harbor International Airport,369,6,6,0,N,0,7,0,0,0,50
6,05-01-2019,1526,1737,1605,WN,Southwest Airlines Co.,2614,N336SW,71,80,53,92,101,BUR,Bob Hope Airport (Hollywood Burbank Airport),PHX,Phoenix Sky Harbor International Airport,369,4,14,0,N,0,2,0,0,0,90
6,05-01-2019,2010,2115,2020,WN,Southwest Airlines Co.,921,N463WN,65,65,54,55,55,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,4,7,0,N,0,0,0,0,0,55
6,05-01-2019,1901,2017,1935,WN,Southwest Airlines Co.,1306,N391SW,76,65,54,42,31,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,13,9,0,N,0,1,0,11,0,30
6,05-01-2019,1536,1640,1625,WN,Southwest Airlines Co.,1328,N629SW,64,65,54,15,16,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,4,6,0,N,0,2,0,0,0,13
6,05-01-2019,1215,1320,1305,WN,Southwest Airlines Co.,2546,N674AA,65,65,54,15,15,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,4,7,0,N,0,11,0,0,0,4
6,05-01-2019,1452,1557,1450,WN,Southwest Airlines Co.,2874,N671SW,65,65,54,67,67,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,3,8,0,N,0,7,0,0,0,60
6,05-01-2019,1651,1754,1720,WN,Southwest Airlines Co.,3237,N422WN,63,65,52,34,36,BUR,Bob Hope Airport (Hollywood Burbank Airport),SJC,Norman Y. Mineta San José International Airport,296,4,7,0,N,0,0,0,0,0,34
6,05-01-2019,1235,1358,1300,WN,Southwest Airlines Co.,957,N659SW,83,75,58,58,50,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,16,9,0,N,0,8,0,8,0,42
6,05-01-2019,1318,1432,1330,WN,Southwest Airlines Co.,1586,N330SW,74,75,59,62,63,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,5,10,0,N,0,5,0,0,0,57
6,05-01-2019,1512,1622,1550,WN,Southwest Airlines Co.,2370,N343SW,70,75,58,32,37,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,4,8,0,N,0,9,0,0,0,23
6,05-01-2019,1055,1210,1155,WN,Southwest Airlines Co.,2699,N210WN,75,75,61,15,15,BUR,Bob Hope Airport (Hollywood Burbank Airport),SMF,Sacramento International Airport,358,5,9,0,N,0,2,0,0,0,13
6,05-01-2019,1508,1719,1655,WN,Southwest Airlines Co.,644,N737JW,251,270,237,24,43,BWI,Baltimore-Washington International Airport,ABQ,Albuquerque International Sunport,1670,5,9,0,N,0,8,0,0,0,16
6,05-01-2019,1359,1506,1450,WN,Southwest Airlines Co.,323,N723SW,67,70,53,16,19,BWI,Baltimore-Washington International Airport,ALB,Albany International Airport,288,3,11,0,N,0,6,0,0,0,10
6,05-01-2019,2111,2211,2135,WN,Southwest Airlines Co.,1507,N225WN,60,65,46,36,41,BWI,Baltimore-Washington International Airport,BDL,Bradley International Airport,283,6,8,0,N,0,3,0,0,0,33
6,05-01-2019,1452,1554,1440,WN,Southwest Airlines Co.,1570,N655WN,62,65,51,74,77,BWI,Baltimore-Washington International Airport,BDL,Bradley International Airport,283,4,7,0,N,0,0,0,0,0,74
6,05-01-2019,1620,1725,1650,WN,Southwest Airlines Co.,2362,N413WN,65,65,51,35,35,BWI,Baltimore-Washington International Airport,BDL,Bradley International Airport,283,4,10,0,N,0,35,0,0,0,0
6,05-01-2019,1810,1900,1750,WN,Southwest Airlines Co.,2437,N275WN,110,120,97,70,80,BWI,Baltimore-Washington International Airport,BNA,Nashville International Airport,588,5,8,0,N,0,18,0,0,0,52
6,05-01-2019,2012,2100,2020,WN,Southwest Airlines Co.,2611,N396SW,108,120,93,40,52,BWI,Baltimore-Washington International Airport,BNA,Nashville International Airport,588,5,10,0,N,0,5,0,0,0,35
6,05-01-2019,1452,1552,1505,WN,Southwest Airlines Co.,268,N331SW,60,65,48,47,52,BWI,Baltimore-Washington International Airport,BUF,Buffalo Niagara International Airport,281,3,9,0,N,0,32,0,0,0,15
6,05-01-2019,1602,1725,1650,WN,Southwest Airlines Co.,3691,N732SW,83,100,68,35,52,BWI,Baltimore-Washington International Airport,DTW,Detroit Metropolitan Airport,408,5,10,0,N,0,4,0,0,0,31
6,05-01-2019,1841,2102,2040,WN,Southwest Airlines Co.,3226,N246LV,141,160,130,22,41,BWI,Baltimore-Washington International Airport,FLL,Fort Lauderdale-Hollywood International Airport,925,3,8,0,N,0,1,0,0,0,21
6,05-01-2019,2129,2351,2250,WN,Southwest Airlines Co.,3486,N310SW,142,160,131,61,79,BWI,Baltimore-Washington International Airport,FLL,Fort Lauderdale-Hollywood International Airport,925,3,8,0,N,0,11,0,0,0,50
6,05-01-2019,1247,1340,1305,WN,Southwest Airlines Co.,432,N606SW,53,60,41,35,42,BWI,Baltimore-Washington International Airport,ISP,Long Island MacArthur Airport,220,3,9,0,N,0,0,0,2,0,33
6,05-01-2019,1552,1742,1710,WN,Southwest Airlines Co.,54,N606SW,110,125,97,32,47,BWI,Baltimore-Washington International Airport,JAX,Jacksonville International Airport,663,3,10,0,N,0,4,0,0,0,28
6,05-01-2019,1923,2216,2125,WN,Southwest Airlines Co.,135,N277WN,353,325,311,51,23,BWI,Baltimore-Washington International Airport,LAS,McCarran International Airport,2106,33,9,0,N,0,19,0,28,0,4
6,05-01-2019,1404,1640,1450,WN,Southwest Airlines Co.,1061,N485WN,336,330,310,110,104,BWI,Baltimore-Washington International Airport,LAS,McCarran International Airport,2106,4,22,0,N,0,6,0,6,0,98
6,05-01-2019,1345,1524,1505,WN,Southwest Airlines Co.,3307,N380SW,159,180,146,19,40,BWI,Baltimore-Washington International Airport,MCI,Kansas City International Airport,967,4,9,0,N,0,19,0,0,0,0
6,05-01-2019,1030,1235,1220,WN,Southwest Airlines Co.,171,N301SW,125,145,109,15,35,BWI,Baltimore-Washington International Airport,MCO,Orlando International Airport,787,6,10,0,N,0,0,0,6,0,9
6,05-01-2019,1759,2009,1925,WN,Southwest Airlines Co.,1657,N655WN,130,145,115,44,59,BWI,Baltimore-Washington International Airport,MCO,Orlando International Airport,787,6,9,0,N,0,0,0,0,0,44
6,05-01-2019,2019,2122,2050,WN,Southwest Airlines Co.,157,N295WN,63,75,54,32,44,BWI,Baltimore-Washington International Airport,MHT,Manchester-Boston Regional Airport,377,2,7,0,N,0,0,0,0,0,32
6,05-01-2019,1747,1830,1805,WN,Southwest Airlines Co.,1828,N685SW,43,50,32,25,32,BWI,Baltimore-Washington International Airport,ORF,Norfolk International Airport,159,3,8,0,N,0,25,0,0,0,0
6,05-01-2019,1541,1625,1610,WN,Southwest Airlines Co.,2019,N676SW,44,50,33,15,21,BWI,Baltimore-Washington International Airport,ORF,Norfolk International Airport,159,3,8,0,N,0,15,0,0,0,0
6,05-01-2019,1313,1524,1425,WN,Southwest Airlines Co.,733,N794SW,131,155,117,59,83,BWI,Baltimore-Washington International Airport,PBI,Palm Beach International Airport,883,5,9,0,N,0,11,0,0,0,48
6,05-01-2019,47,151,2145,WN,Southwest Airlines Co.,505,N435WN,64,65,51,246,247,BWI,Baltimore-Washington International Airport,PVD,Theodore Francis Green State Airport,328,5,8,0,N,0,3,0,0,0,243
6,05-01-2019,2059,2159,2130,WN,Southwest Airlines Co.,683,N551WN,60,65,46,29,34,BWI,Baltimore-Washington International Airport,RDU,Raleigh-Durham International Airport,255,5,9,0,N,0,12,0,0,0,17
6,05-01-2019,1743,1844,1805,WN,Southwest Airlines Co.,3046,N723SW,61,65,46,39,43,BWI,Baltimore-Washington International Airport,RDU,Raleigh-Durham International Airport,255,5,10,0,N,0,17,0,0,0,22
6,05-01-2019,859,1206,1135,WN,Southwest Airlines Co.,3679,N451WN,367,350,351,31,14,BWI,Baltimore-Washington International Airport,SAN,San Diego International Airport (Lindbergh Field),2295,4,12,0,N,0,14,0,17,0,0
6,05-01-2019,857,1209,1140,WN,Southwest Airlines Co.,3141,N452WN,312,300,269,29,17,BWI,Baltimore-Washington International Airport,SLC,Salt Lake City International Airport,1864,35,8,0,N,0,0,0,12,17,0
6,05-01-2019,1948,1954,1930,WN,Southwest Airlines Co.,556,N790SW,66,70,55,24,28,CMH,Port Columbus International Airport,MDW,Chicago Midway International Airport,284,4,7,0,N,0,0,0,0,0,24
6,05-01-2019,1454,1554,1530,WN,Southwest Airlines Co.,33,N519SW,60,60,47,24,24,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,4,9,0,N,0,24,0,0,0,0
6,05-01-2019,1744,1848,1600,WN,Southwest Airlines Co.,35,N505SW,64,60,50,168,164,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,5,9,0,N,0,0,0,4,0,164
6,05-01-2019,1652,1752,1730,WN,Southwest Airlines Co.,41,N701GS,60,60,50,22,22,DAL,Dallas Love Field,HOU,William P. Hobby Airport,239,3,7,0,N,0,3,0,0,0,19
6,05-01-2019,1959,2101,2025,WN,Southwest Airlines Co.,397,N337SW,62,60,49,36,34,DAL,Dallas Love Field,LIT,Bill and Hillary Clinton National Airport (Adams Field),296,5,8,0,N,0,0,0,2,0,34
6,05-01-2019,1449,1548,1530,WN,Southwest Airlines Co.,438,N363SW,59,60,47,18,19,DAL,Dallas Love Field,LIT,Bill and Hillary Clinton National Airport (Adams Field),296,4,8,0,N,0,15,0,0,0,3
6,05-01-2019,1453,1601,1540,WN,Southwest Airlines Co.,85,N309SW,68,75,57,21,28,DAL,Dallas Love Field,MSY,Louis Armstrong New Orleans International Airport,437,3,8,0,N,0,2,0,0,0,19
6,05-01-2019,1821,1909,1810,WN,Southwest Airlines Co.,40,N324SW,48,50,36,59,61,DAL,Dallas Love Field,OKC,Will Rogers World Airport,181,4,8,0,N,0,59,0,0,0,0
6,05-01-2019,1518,1648,1625,WN,Southwest Airlines Co.,30,N436WN,90,95,78,23,28,DAL,Dallas Love Field,STL,St. Louis International Airport at Lambert Field,546,4,8,0,N,0,2,0,0,0,21
6,05-01-2019,1940,2113,2040,WN,Southwest Airlines Co.,1156,N510SW,93,95,79,33,35,DAL,Dallas Love Field,STL,St. Louis International Airport at Lambert Field,546,3,11,0,N,0,0,0,0,0,33
6,05-01-2019,1853,1944,1845,WN,Southwest Airlines Co.,1079,N297WN,51,55,40,59,63,DAL,Dallas Love Field,TUL,Tulsa International Airport,237,3,8,0,N,0,0,0,0,0,59
6,05-01-2019,1440,1549,1530,WN,Southwest Airlines Co.,806,N455WN,69,75,53,19,25,DEN,Denver International Airport,ABQ,Albuquerque International Sunport,349,6,10,0,N,0,13,0,0,0,6
6,05-01-2019,857,1006,945,WN,Southwest Airlines Co.,1001,N366SW,69,75,54,21,27,DEN,Denver International Airport,ABQ,Albuquerque International Sunport,349,4,11,0,N,0,21,0,0,0,0
6,05-01-2019,1947,2058,2025,WN,Southwest Airlines Co.,1944,N232WN,71,75,56,33,37,DEN,Denver International Airport,ABQ,Albuquerque International Sunport,349,4,11,0,N,0,0,0,0,0,33
6,05-01-2019,1053,1306,1235,WN,Southwest Airlines Co.,85,N309SW,73,75,53,31,33,DEN,Denver International Airport,AMA,Rick Husband Amarillo International Airport,358,5,15,0,N,0,3,0,0,0,28
6,05-01-2019,1828,2034,2000,WN,Southwest Airlines Co.,1582,N210WN,66,75,50,34,43,DEN,Denver International Airport,AMA,Rick Husband Amarillo International Airport,358,6,10,0,N,0,17,0,0,0,17
6,05-01-2019,1712,2020,1910,WN,Southwest Airlines Co.,696,N358SW,128,145,117,70,87,DEN,Denver International Airport,BNA,Nashville International Airport,1013,4,7,0,N,0,55,0,0,0,15
6,05-01-2019,1446,1946,1900,WN,Southwest Airlines Co.,157,N295WN,180,195,169,46,61,DEN,Denver International Airport,BWI,Baltimore-Washington International Airport,1491,4,7,0,N,0,16,0,0,0,30
6,05-01-2019,1837,2332,2215,WN,Southwest Airlines Co.,494,N222WN,175,195,163,77,97,DEN,Denver International Airport,BWI,Baltimore-Washington International Airport,1491,3,9,0,N,0,13,0,0,0,64
6,05-01-2019,905,1419,1350,WN,Southwest Airlines Co.,557,N737JW,194,195,181,29,30,DEN,Denver International Airport,BWI,Baltimore-Washington International Airport,1491,4,9,0,N,0,3,0,0,0,26
6,05-01-2019,1309,1616,1525,WN,Southwest Airlines Co.,720,N243WN,127,140,116,51,64,DEN,Denver International Airport,HOU,William P. Hobby Airport,883,4,7,0,N,0,0,0,0,0,51
6,05-01-2019,2009,2318,2245,WN,Southwest Airlines Co.,2907,N521SW,129,140,117,33,44,DEN,Denver International Airport,HOU,William P. Hobby Airport,883,2,10,0,N,0,11,0,0,0,22
6,05-01-2019,1206,1320,1255,WN,Southwest Airlines Co.,341,N342SW,134,120,116,25,11,DEN,Denver International Airport,LAS,McCarran International Airport,629,3,15,0,N,0,11,0,14,0,0
6,05-01-2019,1638,1739,1715,WN,Southwest Airlines Co.,510,N211WN,121,115,108,24,18,DEN,Denver International Airport,LAS,McCarran International Airport,629,4,9,0,N,0,8,0,6,0,10
6,05-01-2019,944,1105,1025,WN,Southwest Airlines Co.,583,N352SW,141,115,114,40,14,DEN,Denver International Airport,LAS,McCarran International Airport,629,5,22,0,N,0,10,0,26,0,4
6,05-01-2019,1916,2028,1940,WN,Southwest Airlines Co.,2367,N642WN,132,115,106,48,31,DEN,Denver International Airport,LAS,McCarran International Airport,629,13,13,0,N,0,5,0,17,0,26
6,05-01-2019,1912,2136,2055,WN,Southwest Airlines Co.,1568,N639SW,84,90,70,41,47,DEN,Denver International Airport,MCI,Kansas City International Airport,533,3,11,0,N,0,41,0,0,0,0
6,05-01-2019,1654,1913,1805,WN,Southwest Airlines Co.,2039,N626SW,79,90,68,68,79,DEN,Denver International Airport,MCI,Kansas City International Airport,533,3,8,0,N,0,8,0,0,0,60
6,05-01-2019,1759,2308,2200,WN,Southwest Airlines Co.,759,N735SA,189,205,175,68,84,DEN,Denver International Airport,MCO,Orlando International Airport,1545,4,10,0,N,0,5,0,0,0,63
6,05-01-2019,1848,2145,2050,WN,Southwest Airlines Co.,1040,N212WN,117,135,106,55,73,DEN,Denver International Airport,MDW,Chicago Midway International Airport,895,4,7,0,N,0,3,0,0,0,52
6,05-01-2019,1516,1715,1655,WN,Southwest Airlines Co.,689,N717SA,179,170,159,20,11,DEN,Denver International Airport,OAK,Oakland International Airport,957,5,15,0,N,0,11,0,9,0,0
6,05-01-2019,1916,2127,1955,WN,Southwest Airlines Co.,1063,N469WN,191,170,154,92,71,DEN,Denver International Airport,OAK,Oakland International Airport,957,22,15,0,N,0,2,0,21,0,69
6,05-01-2019,1156,1349,1315,WN,Southwest Airlines Co.,115,N501SW,113,115,101,34,36,DEN,Denver International Airport,PHX,Phoenix Sky Harbor International Airport,602,5,7,0,N,0,31,0,0,0,3
6,05-01-2019,2022,2219,2020,WN,Southwest Airlines Co.,381,N602SW,117,115,103,119,117,DEN,Denver International Airport,PHX,Phoenix Sky Harbor International Airport,602,6,8,0,N,0,17,0,2,0,100
6,05-01-2019,1231,1412,1350,WN,Southwest Airlines Co.,158,N398SW,101,85,80,22,6,DEN,Denver International Airport,SLC,Salt Lake City International Airport,391,5,16,0,N,0,6,0,16,0,0
6,05-01-2019,1707,1841,1750,WN,Southwest Airlines Co.,1852,N498WN,94,85,81,51,42,DEN,Denver International Airport,SLC,Salt Lake City International Airport,391,3,10,0,N,0,27,0,9,0,15
6,05-01-2019,1022,1223,1055,WN,Southwest Airlines Co.,2360,N349SW,121,105,86,88,72,DEN,Denver International Airport,SLC,Salt Lake City International Airport,391,3,32,0,N,0,0,0,88,0,0
6,05-01-2019,1658,1722,1705,WN,Southwest Airlines Co.,570,N515SW,84,90,73,17,23,DTW,Detroit Metropolitan Airport,BNA,Nashville International Airport,457,4,7,0,N,0,6,0,0,0,11
6,05-01-2019,1854,2010,1940,WN,Southwest Airlines Co.,913,N310SW,76,80,64,30,34,DTW,Detroit Metropolitan Airport,BWI,Baltimore-Washington International Airport,408,4,8,0,N,0,0,0,0,0,30
6,05-01-2019,1804,2026,1950,WN,Southwest Airlines Co.,3691,N732SW,262,270,247,36,44,DTW,Detroit Metropolitan Airport,PHX,Phoenix Sky Harbor International Airport,1671,7,8,0,N,0,7,0,0,0,29
6,05-01-2019,1725,1944,1900,WN,Southwest Airlines Co.,330,N299WN,79,85,68,44,50,ELP,El Paso International Airport,AUS,Austin-Bergstrom International Airport,528,5,6,0,N,0,2,0,0,0,42
6,05-01-2019,1147,1404,1345,WN,Southwest Airlines Co.,1001,N366SW,77,85,66,19,27,ELP,El Paso International Airport,AUS,Austin-Bergstrom International Airport,528,3,8,0,N,0,1,0,0,0,18
6,05-01-2019,1658,1917,1840,WN,Southwest Airlines Co.,1156,N510SW,79,90,71,37,48,ELP,El Paso International Airport,DAL,Dallas Love Field,562,3,5,0,N,0,0,0,0,0,37
6,05-01-2019,1720,2010,1955,WN,Southwest Airlines Co.,14,N450WN,110,105,93,15,10,ELP,El Paso International Airport,HOU,William P. Hobby Airport,677,4,13,0,N,0,1,0,5,0,9
6,05-01-2019,1359,1647,1625,WN,Southwest Airlines Co.,2280,N642WN,108,105,93,22,19,ELP,El Paso International Airport,HOU,William P. Hobby Airport,677,4,11,0,N,0,9,0,3,0,10
6,05-01-2019,1656,1754,1715,WN,Southwest Airlines Co.,1593,N417WN,118,110,94,39,31,ELP,El Paso International Airport,LAS,McCarran International Airport,584,16,8,0,N,0,12,0,8,0,19
6,05-01-2019,1831,2002,1935,WN,Southwest Airlines Co.,1414,N364SW,151,130,111,27,6,ELP,El Paso International Airport,LAX,Los Angeles International Airport,714,35,5,0,N,0,6,0,21,0,0
6,05-01-2019,1954,2206,2100,WN,Southwest Airlines Co.,500,N219WN,72,75,61,66,69,ELP,El Paso International Airport,SAT,San Antonio International Airport,496,3,8,0,N,0,0,0,0,0,66
6,05-01-2019,1419,1548,1530,WN,Southwest Airlines Co.,2380,N244WN,149,140,115,18,9,FLL,Fort Lauderdale-Hollywood International Airport,BNA,Nashville International Airport,793,5,29,0,N,0,9,0,9,0,0
6,05-01-2019,1134,1417,1300,WN,Southwest Airlines Co.,1570,N655WN,163,155,126,77,69,FLL,Fort Lauderdale-Hollywood International Airport,BWI,Baltimore-Washington International Airport,925,7,30,0,N,0,17,0,8,0,52
6,05-01-2019,1323,1632,1525,WN,Southwest Airlines Co.,3393,N780SW,189,165,146,67,43,FLL,Fort Lauderdale-Hollywood International Airport,ISP,Long Island MacArthur Airport,1093,3,40,0,N,0,15,0,24,0,28
6,05-01-2019,1407,1535,1505,WN,Southwest Airlines Co.,2804,N738CB,88,75,52,30,17,FLL,Fort Lauderdale-Hollywood International Airport,JAX,Jacksonville International Airport,318,6,30,0,N,0,17,0,13,0,0
6,05-01-2019,1104,1218,1155,WN,Southwest Airlines Co.,3225,N610WN,74,75,51,23,24,FLL,Fort Lauderdale-Hollywood International Airport,JAX,Jacksonville International Airport,318,6,17,0,N,0,20,0,0,0,3
6,05-01-2019,2130,2226,2150,WN,Southwest Airlines Co.,3514,N453WN,56,70,46,36,50,FLL,Fort Lauderdale-Hollywood International Airport,JAX,Jacksonville International Airport,318,3,7,0,N,0,9,0,0,0,27
6,05-01-2019,1603,1704,1615,WN,Southwest Airlines Co.,365,N269WN,61,60,34,49,48,FLL,Fort Lauderdale-Hollywood International Airport,MCO,Orlando International Airport,178,4,23,0,N,0,44,0,1,0,4
6,05-01-2019,2032,2242,2220,WN,Southwest Airlines Co.,485,N661SW,190,185,168,22,17,FLL,Fort Lauderdale-Hollywood International Airport,MDW,Chicago Midway International Airport,1166,6,16,0,N,0,17,0,5,0,0
6,05-01-2019,1652,1917,1900,WN,Southwest Airlines Co.,727,N338SW,205,195,169,17,7,FLL,Fort Lauderdale-Hollywood International Airport,MDW,Chicago Midway International Airport,1166,4,32,0,N,0,3,0,10,0,4
6,05-01-2019,1141,1407,1335,WN,Southwest Airlines Co.,1220,N283WN,206,195,170,32,21,FLL,Fort Lauderdale-Hollywood International Airport,MDW,Chicago Midway International Airport,1166,4,32,0,N,0,21,0,11,0,0
6,05-01-2019,1642,1953,1900,WN,Southwest Airlines Co.,1055,N699SW,191,180,156,53,42,FLL,Fort Lauderdale-Hollywood International Airport,PVD,Theodore Francis Green State Airport,1188,4,31,0,N,0,20,0,11,0,22
6,05-01-2019,1434,1548,1500,WN,Southwest Airlines Co.,3399,N610WN,74,60,40,48,34,FLL,Fort Lauderdale-Hollywood International Airport,TPA,Tampa International Airport,197,5,29,0,N,0,2,0,14,0,32
6,05-01-2019,1931,2021,1930,WN,Southwest Airlines Co.,3596,N759GS,50,60,35,51,61,FLL,Fort Lauderdale-Hollywood International Airport,TPA,Tampa International Airport,197,5,10,0,N,0,2,0,0,0,49
6,05-01-2019,1747,1942,1845,WN,Southwest Airlines Co.,1403,N659SW,55,60,46,57,62,GEG,Spokane International Airport,BOI,Boise Airport (Boise Air Terminal),287,2,7,0,N,0,0,0,0,0,57
6,05-01-2019,1846,2058,2020,WN,Southwest Airlines Co.,1682,N782SA,132,140,114,38,46,GEG,Spokane International Airport,LAS,McCarran International Airport,806,10,8,0,N,0,0,0,0,0,38
6,05-01-2019,1456,1659,1630,WN,Southwest Airlines Co.,2208,N675AA,123,130,111,29,36,GEG,Spokane International Airport,OAK,Oakland International Airport,723,4,8,0,N,0,12,0,0,0,17
6,05-01-2019,2008,2118,2040,WN,Southwest Airlines Co.,1788,N376SW,70,70,50,38,38,GEG,Spokane International Airport,PDX,Portland International Airport,279,14,6,0,N,0,0,0,0,0,38
6,05-01-2019,1432,1530,1450,WN,Southwest Airlines Co.,3659,N245WN,58,65,50,40,47,GEG,Spokane International Airport,PDX,Portland International Airport,279,1,7,0,N,0,9,0,0,0,31
6,05-01-2019,1451,1544,1430,WN,Southwest Airlines Co.,151,N258WN,53,60,43,74,81,GEG,Spokane International Airport,SEA,Seattle-Tacoma International Airport,224,3,7,0,N,0,8,0,0,0,66
6,05-01-2019,1932,2029,1805,WN,Southwest Airlines Co.,3589,N405WN,57,60,44,144,147,GEG,Spokane International Airport,SEA,Seattle-Tacoma International Airport,224,5,8,0,N,0,0,0,0,0,144
6,05-01-2019,1733,1925,1910,WN,Southwest Airlines Co.,39,N507SW,112,105,90,15,8,HOU,William P. Hobby Airport,BNA,Nashville International Airport,670,11,11,0,N,0,8,0,7,0,0
6,05-01-2019,1411,1556,1540,WN,Southwest Airlines Co.,2096,N654SW,105,105,94,16,16,HOU,William P. Hobby Airport,BNA,Nashville International Airport,670,5,6,0,N,0,16,0,0,0,0
6,05-01-2019,1014,1351,1335,WN,Southwest Airlines Co.,268,N331SW,157,170,145,16,29,HOU,William P. Hobby Airport,BWI,Baltimore-Washington International Airport,1246,4,8,0,N,0,10,0,0,0,6
6,05-01-2019,1910,1955,1715,WN,Southwest Airlines Co.,35,N505SW,45,50,32,160,165,HOU,William P. Hobby Airport,CRP,Corpus Christi International Airport,187,5,8,0,N,0,0,0,0,0,160
6,05-01-2019,1356,1451,1425,WN,Southwest Airlines Co.,30,N436WN,55,55,44,26,26,HOU,William P. Hobby Airport,DAL,Dallas Love Field,239,4,7,0,N,0,0,0,0,0,26
6,05-01-2019,1522,1617,1555,WN,Southwest Airlines Co.,36,N664WN,55,55,43,22,22,HOU,William P. Hobby Airport,DAL,Dallas Love Field,239,4,8,0,N,0,11,0,0,0,11
6,05-01-2019,1858,1948,1925,WN,Southwest Airlines Co.,50,N519SW,50,55,41,23,28,HOU,William P. Hobby Airport,DAL,Dallas Love Field,239,3,6,0,N,0,0,0,0,0,23
6,05-01-2019,1949,2042,2025,WN,Southwest Airlines Co.,54,N606SW,53,55,42,17,19,HOU,William P. Hobby Airport,DAL,Dallas Love Field,239,2,9,0,N,0,0,0,0,0,17
6,05-01-2019,1728,1846,1820,WN,Southwest Airlines Co.,2367,N642WN,138,150,125,26,38,HOU,William P. Hobby Airport,DEN,Denver International Airport,883,6,7,0,N,0,11,0,0,0,15
6,05-01-2019,1757,2057,2020,WN,Southwest Airlines Co.,506,N453WN,120,145,113,37,62,HOU,William P. Hobby Airport,FLL,Fort Lauderdale-Hollywood International Airport,957,2,5,0,N,0,8,0,0,0,29
6,05-01-2019,1625,1718,1650,WN,Southwest Airlines Co.,33,N519SW,53,60,44,28,35,HOU,William P. Hobby Airport,HRL,Valley International Airport,276,2,7,0,N,0,9,0,0,0,19
6,05-01-2019,1353,1645,1625,WN,Southwest Airlines Co.,23,N333SW,112,120,95,20,28,HOU,William P. Hobby Airport,JAX,Jacksonville International Airport,816,4,13,0,N,0,19,0,0,0,1
6,05-01-2019,1346,1456,1435,WN,Southwest Airlines Co.,588,N701GS,70,70,60,21,21,HOU,William P. Hobby Airport,LIT,Bill and Hillary Clinton National Airport (Adams Field),393,3,7,0,N,0,0,0,0,0,21
6,05-01-2019,1823,2119,2050,WN,Southwest Airlines Co.,940,N286WN,116,125,102,29,38,HOU,William P. Hobby Airport,MCO,Orlando International Airport,848,7,7,0,N,0,8,0,0,0,21
6,05-01-2019,1825,1920,1900,WN,Southwest Airlines Co.,41,N701GS,55,60,44,20,25,HOU,William P. Hobby Airport,MSY,Louis Armstrong New Orleans International Airport,303,3,8,0,N,0,2,0,0,0,18
6,05-01-2019,1609,1704,1620,WN,Southwest Airlines Co.,714,N769SW,55,60,46,44,49,HOU,William P. Hobby Airport,MSY,Louis Armstrong New Orleans International Airport,303,3,6,0,N,0,44,0,0,0,0
6,05-01-2019,1204,1256,1215,WN,Southwest Airlines Co.,788,N767SW,52,60,44,41,49,HOU,William P. Hobby Airport,MSY,Louis Armstrong New Orleans International Airport,303,3,5,0,N,0,41,0,0,0,0
6,05-01-2019,2122,2217,2120,WN,Southwest Airlines Co.,3665,N525SW,55,55,45,57,57,HOU,William P. Hobby Airport,MSY,Louis Armstrong New Orleans International Airport,303,4,6,0,N,0,57,0,0,0,0
6,05-01-2019,1607,2002,1930,WN,Southwest Airlines Co.,31,N744SW,175,190,161,32,47,HOU,William P. Hobby Airport,PHL,Philadelphia International Airport,1335,7,7,0,N,0,31,0,0,0,1
6,05-01-2019,2124,2256,2230,WN,Southwest Airlines Co.,942,N700GS,152,175,144,26,49,HOU,William P. Hobby Airport,PHX,Phoenix Sky Harbor International Airport,1020,3,5,0,N,0,26,0,0,0,0
6,05-01-2019,1115,1254,1235,WN,Southwest Airlines Co.,1314,N724SW,219,210,195,19,10,HOU,William P. Hobby Airport,SAN,San Diego International Airport (Lindbergh Field),1312,17,7,0,N,0,10,0,9,0,0
6,05-01-2019,1222,1336,1310,WN,Southwest Airlines Co.,30,N436WN,74,60,54,26,12,HRL,Valley International Airport,HOU,William P. Hobby Airport,276,3,17,0,N,0,3,0,14,0,9
